CVEGEO,Municipio,Pobreza_pct,Pobreza_extrema_pct,Carencia_servicios_pct,Estado,poblacion_total,pct_rural,clasificacion_rural,monto_agua,monto_recaudado_percapita,tomas_pagadas,Clave RHA,RHA,cobertura_agua_conagua_pct,carencia_agua_conagua_pct
20337,San Pedro y San Pablo Ayutla,80.1600226715,34.8341205366,64.5380691479,Oaxaca,5635,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,92.14,7.859999999999999
20338,Villa de Etla,36.4974036554,8.2874020221,26.1098467531,Oaxaca,10361,22.81633047003185,Urbano,1027859.0,99.0,1125.0,V,Pacífico Sur,87.51,12.489999999999995
20339,San Pedro y San Pablo Teposcolula,48.7038766931,7.3867351705,34.2596917328,Oaxaca,4365,100.0,Rural,148496.0,34.0,133.0,IV,Balsas,96.7,3.299999999999997
20340,San Pedro y San Pablo Tequixtepec,79.8658753709,24.4077151335,59.1097922849,Oaxaca,1771,100.0,Rural,0.0,0.0,0.0,IV,Balsas,95.91,4.090000000000003
20341,San Pedro Yucunama,78.0384615385,14.735042735,41.0256410256,Oaxaca,241,100.0,Rural,5620.0,23.0,28.0,IV,Balsas,97.1,2.9000000000000057
20342,San Raymundo Jalpan,20.357000993,2.8877855015,27.9791459782,Oaxaca,4105,100.0,Rural,33265.0,8.0,1323.0,V,Pacífico Sur,93.28,6.719999999999999
20343,San Sebastián Abasolo,60.2617483578,15.1364325417,56.7458312279,Oaxaca,2011,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,96.15,3.8499999999999943
20344,San Sebastián Coatlán,88.4974433893,36.8714390066,82.7246165084,Oaxaca,2820,100.0,Rural,21350.0,8.0,184.0,V,Pacífico Sur,78.85,21.150000000000006
20345,San Sebastián Ixcapa,65.1745799854,18.2770878987,78.1835889944,Oaxaca,4193,100.0,Rural,50.0,0.0,1.0,V,Pacífico Sur,85.36,14.64
20346,San Sebastián Nicananduta,92.2247043364,40.7930354796,60.9067017083,Oaxaca,1542,100.0,Rural,9000.0,6.0,91.0,IV,Balsas,100.0,0.0
20347,San Sebastián Río Hondo,93.5482445372,39.4323594402,89.2217039038,Oaxaca,4202,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,96.77,3.230000000000004
20348,San Sebastián Tecomaxtlahuaca,75.1580262336,23.5255465334,55.7151780137,Oaxaca,8229,67.0919917365415,Rural,111000.0,14.0,1289.0,IV,Balsas,95.75,4.25
20349,San Sebastián Teitipac,52.4594095941,13.3044280443,64.667896679,Oaxaca,2204,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,79.9,20.099999999999994
20350,San Sebastián Tutla,16.8620725999,2.0663224571,4.147565939,Oaxaca,16895,0.4320804971885173,Urbano,1915408.0,113.0,4602.0,V,Pacífico Sur,99.02,0.980000000000004
20351,San Simón Almolongas,80.5164556962,25.6274864376,72.8028933092,Oaxaca,2802,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,97.68,2.319999999999993
20352,San Simón Zahuatlán,99.6466761537,84.3285220573,66.4972555397,Oaxaca,4940,100.0,Rural,0.0,0.0,0.0,IV,Balsas,93.83,6.170000000000002
20353,Santa Ana,83.9047417443,30.800169348,70.2794242168,Oaxaca,2406,100.0,Rural,44050.0,18.0,68.0,V,Pacífico Sur,97.08,2.9200000000000017
20354,Santa Ana Ateixtlahuaca,97.2292993631,78.5138004246,75.1592356688,Oaxaca,491,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,97.46,2.5400000000000063
20355,Santa Ana Cuauhtémoc,89.5819793205,37.376661743,70.1624815362,Oaxaca,694,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,99.71,0.29000000000000625
20356,Santa Ana del Valle,71.6294746629,23.6420269642,58.670385867,Oaxaca,2179,100.0,Rural,84913.0,39.0,124.0,V,Pacífico Sur,90.22,9.780000000000001
20357,Santa Ana Tavela,80.8660287081,27.9772727273,90.4306220096,Oaxaca,848,100.0,Rural,8050.0,9.0,258.0,V,Pacífico Sur,100.0,0.0
20358,Santa Ana Tlapacoyan,67.9693983402,20.1187759336,57.1576763485,Oaxaca,1958,100.0,Rural,95353.0,49.0,1690.0,V,Pacífico Sur,94.38,5.6200000000000045
20359,Santa Ana Yareni,91.5955414013,33.8296178344,76.4331210191,Oaxaca,637,100.0,Rural,50000.0,78.0,406.0,X,Golfo Centro,100.0,0.0
20360,Santa Ana Zegache,74.8308356617,23.111506223,82.0929641859,Oaxaca,3990,27.844611528822057,Urbano,139229.0,35.0,178.0,V,Pacífico Sur,90.28,9.719999999999999
20361,Santa Catalina Quierí,94.5577156744,38.1300121507,90.8869987849,Oaxaca,825,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,99.15,0.8499999999999943
20362,Santa Catarina Cuixtla,68.8110129164,14.4704282801,42.2161794697,Oaxaca,1497,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,97.92,2.0799999999999983
20363,Santa Catarina Ixtepeji,77.1976568405,18.4939531368,50.9070294785,Oaxaca,2692,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,99.03,0.9699999999999989
20364,Santa Catarina Juquila,75.5700267804,24.3922834339,63.3042511727,Oaxaca,18700,56.77005347593583,Rural,501875.0,27.0,3714.0,V,Pacífico Sur,97.47,2.530000000000001
20365,Santa Catarina Lachatao,73.9142040038,9.1763584366,40.6101048618,Oaxaca,1068,100.0,Rural,33400.0,32.0,85.0,X,Golfo Centro,95.0,5.0
20366,Santa Catarina Loxicha,96.5617728532,53.2074792244,73.9889196676,Oaxaca,3703,19.443694301917365,Urbano,90544.0,25.0,179.0,V,Pacífico Sur,97.22,2.780000000000001
20367,Santa Catarina Mechoacán,92.5399103139,48.8692825112,90.2914798206,Oaxaca,4600,1.608695652173913,Urbano,0.0,0.0,0.0,V,Pacífico Sur,72.44,27.560000000000002
20368,Santa Catarina Minas,65.1084513923,16.2701514411,73.4733756717,Oaxaca,2068,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,86.86,13.14
20369,Santa Catarina Quiané,43.8442584844,6.7350069735,34.7745234775,Oaxaca,2200,100.0,Rural,392439.0,179.0,6436.0,V,Pacífico Sur,96.76,3.239999999999995
20370,Santa Catarina Tayata,76.9479326187,20.2358346095,83.0015313936,Oaxaca,678,100.0,Rural,20362.0,31.0,131.0,V,Pacífico Sur,97.58,2.4200000000000017
20371,Santa Catarina Ticuá,93.2376963351,39.7068062827,73.5078534031,Oaxaca,986,100.0,Rural,83635.0,85.0,783.0,V,Pacífico Sur,95.26,4.739999999999995
20372,Santa Catarina Yosonotú,90.9265202703,22.5962837838,94.6790540541,Oaxaca,1316,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,73.38,26.620000000000005
20373,Santa Catarina Zapoquila,93.7905236908,44.63840399,81.7955112219,Oaxaca,404,100.0,Rural,0.0,0.0,0.0,IV,Balsas,97.51,2.489999999999995
20374,Santa Cruz Acatepec,93.946918853,55.5302013423,82.4283099451,Oaxaca,1645,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,91.43,8.569999999999993
20375,Santa Cruz Amilpas,36.2879209449,6.8536074935,11.2647405965,Oaxaca,13200,0.0,Urbano,2038810.0,154.0,2018.0,V,Pacífico Sur,94.66,5.340000000000003
20376,Santa Cruz de Bravo,75.4593837535,14.619047619,65.2661064426,Oaxaca,365,100.0,Rural,11800.0,32.0,114.0,IV,Balsas,99.73,0.269999999999996
20377,Santa Cruz Itundujia,88.9023707299,37.2951278701,92.5331342169,Oaxaca,10992,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,80.01,19.989999999999995
20378,Santa Cruz Mixtepec,81.0626865672,34.789687924,70.1221166893,Oaxaca,3735,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,90.16,9.840000000000003
20379,Santa Cruz Nundaco,89.8514920194,41.1943095073,89.1047883414,Oaxaca,2951,100.0,Rural,0.0,0.0,0.0,IV,Balsas,98.69,1.3100000000000023
20380,Santa Cruz Papalutla,59.0728417266,11.3821942446,69.2446043165,Oaxaca,2242,100.0,Rural,97380.0,43.0,8720.0,V,Pacífico Sur,96.25,3.75
20381,Santa Cruz Tacache de Mina,63.9438280166,12.1927877947,41.9556171983,Oaxaca,2940,100.0,Rural,0.0,0.0,0.0,IV,Balsas,99.39,0.6099999999999994
20382,Santa Cruz Tacahua,89.2580645161,26.3400174368,94.4202266783,Oaxaca,1196,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,99.15,0.8499999999999943
20383,Santa Cruz Tayata,89.4087719298,35.4,82.9824561404,Oaxaca,595,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,98.15,1.8499999999999943
20384,Santa Cruz Xitla,90.2700127065,42.1005929691,77.0648030496,Oaxaca,4800,17.333333333333336,Urbano,12200.0,3.0,24.0,V,Pacífico Sur,96.37,3.6299999999999955
20385,Santa Cruz Xoxocotlán,48.1673889353,14.1319647373,36.6571353329,Oaxaca,100404,13.234532488745469,Urbano,4138662.0,41.0,13371.0,V,Pacífico Sur,80.05,19.950000000000003
20386,Santa Cruz Zenzontepec,94.6980754676,53.6716942372,92.4748621473,Oaxaca,19083,100.0,Rural,411090.0,22.0,4833.0,V,Pacífico Sur,95.87,4.1299999999999955
20387,Santa Gertrudis,69.3342686777,13.3742546475,31.8484742196,Oaxaca,2893,11.959903214656066,Urbano,58876.0,20.0,332.0,V,Pacífico Sur,97.16,2.8400000000000034
20388,Santa Inés del Monte,95.8636529347,51.6321545753,87.5318993802,Oaxaca,2854,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,82.91,17.090000000000003
20389,Santa Inés Yatzeche,73.7322222222,17.4222222222,52.1111111111,Oaxaca,908,100.0,Rural,32545.0,36.0,12.0,V,Pacífico Sur,100.0,0.0
20390,Santa Lucía del Camino,27.1901621098,3.7933722351,4.5636928859,Oaxaca,50362,0.0,Urbano,5450798.0,108.0,14236.0,V,Pacífico Sur,97.62,2.3799999999999955
20391,Santa Lucía Miahuatlán,98.0909638554,72.943373494,94.5481927711,Oaxaca,3383,100.0,Rural,7084.0,2.0,229.0,V,Pacífico Sur,97.33,2.6700000000000017
20392,Santa Lucía Monteverde,95.817121236,52.7244206212,96.2163014347,Oaxaca,6726,100.0,Rural,49930.0,7.0,150.0,V,Pacífico Sur,76.92,23.08
20393,Santa Lucía Ocotlán,89.4987945998,34.4406943105,83.6306653809,Oaxaca,4180,2.057416267942584,Urbano,188805.0,45.0,343.0,V,Pacífico Sur,96.88,3.1200000000000045
20394,Santa María Alotepec,79.8779411765,19.3316176471,67.6470588235,Oaxaca,2797,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,79.02,20.980000000000004
20395,Santa María Apazco,94.2295396419,48.7116368286,93.3503836317,Oaxaca,1632,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,84.26,15.739999999999995
20396,Santa María la Asunción,96.1261402957,62.5130544196,84.4605221768,Oaxaca,3259,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,85.41,14.590000000000003
20397,Heroica Ciudad de Tlaxiaco,54.3903178871,16.1449630086,50.3024136037,Oaxaca,40154,52.89385864421975,Rural,5873467.0,146.0,23687.0,IV,Balsas,88.08,11.920000000000002
20398,Ayoquezco de Aldama,77.3141039236,20.4763520679,62.0784729586,Oaxaca,4892,17.784137367130008,Urbano,135850.0,28.0,1988.0,V,Pacífico Sur,97.17,2.8299999999999983
20399,Santa María Atzompa,42.4178949019,12.7761759237,33.0315438625,Oaxaca,41931,31.826095251723068,Urbano,838840.0,20.0,5658.0,V,Pacífico Sur,82.4,17.599999999999994
20400,Santa María Camotlán,63.0543283582,11.1767164179,41.9104477612,Oaxaca,1714,100.0,Rural,74715.0,44.0,63.0,IV,Balsas,95.7,4.299999999999997
20401,Santa María Colotepec,38.5055629482,7.7899644961,58.0189519584,Oaxaca,27075,60.73130193905817,Rural,0.0,0.0,0.0,V,Pacífico Sur,93.33,6.670000000000002
20402,Santa María Cortijo,74.0114176974,30.364414843,60.8943862988,Oaxaca,1074,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,98.78,1.2199999999999989
20403,Santa María Coyotepec,53.9372964169,9.2043973941,11.6720955483,Oaxaca,3764,20.483528161530288,Urbano,442256.0,118.0,1209.0,V,Pacífico Sur,95.29,4.709999999999994
20404,Santa María Chachoápam,59.7369127517,6.2751677852,42.6845637584,Oaxaca,763,100.0,Rural,151973.0,200.0,677.0,V,Pacífico Sur,99.34,0.6599999999999966
20405,Villa de Chilapa de Díaz,61.5598885794,13.6072423398,38.1058495822,Oaxaca,1829,100.0,Rural,377398.0,208.0,799.0,IV,Balsas,98.46,1.5400000000000063
20406,Santa María Chilchotla,95.5405405405,61.9687130213,98.1824205992,Oaxaca,21494,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,35.09,64.91
20407,Santa María Chimalapa,84.4811390926,32.3019870364,71.5014344916,Oaxaca,9628,73.86788533444121,Rural,0.0,0.0,0.0,X,Golfo Centro,63.31,36.69
20408,Santa María del Rosario,85.8238866397,27.5607287449,88.2591093117,Oaxaca,499,100.0,Rural,11725.0,23.0,67.0,IV,Balsas,94.39,5.609999999999999
20409,Santa María del Tule,34.1270794824,3.1918900185,6.0767097967,Oaxaca,8964,7.764390896921017,Urbano,1198120.0,134.0,2169.0,V,Pacífico Sur,98.3,1.7000000000000028
20410,Santa María Ecatepec,91.9819113657,18.0901416943,31.6551100392,Oaxaca,3424,100.0,Rural,28800.0,8.0,321.0,V,Pacífico Sur,89.01,10.989999999999995
20411,Santa María Guelacé,59.2715231788,15.353200883,37.7483443709,Oaxaca,918,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,96.92,3.0799999999999983
20412,Santa María Guienagati,81.754857513,33.4294041451,78.2707253886,Oaxaca,3236,100.0,Rural,21570.0,7.0,455.0,V,Pacífico Sur,99.3,0.7000000000000028
20413,Santa María Huatulco,40.0477480666,9.8353679815,35.2364151299,Oaxaca,50895,32.03065134099617,Urbano,47081200.0,926.0,5524.0,V,Pacífico Sur,95.57,4.430000000000007
20414,Santa María Huazolotitlán,69.3094936174,17.7697184885,56.0994166878,Oaxaca,12035,33.77648525135023,Urbano,50695.0,4.0,51.0,V,Pacífico Sur,92.92,7.079999999999998
20415,Santa María Ipalapa,78.5256008359,30.0927899687,81.9644723093,Oaxaca,4878,100.0,Rural,18500.0,4.0,37.0,V,Pacífico Sur,99.18,0.8199999999999932
20416,Santa María Ixcatlán,95.9010989011,62.8307692308,66.3736263736,Oaxaca,461,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,93.71,6.290000000000006
20417,Santa María Jacatepec,74.8623203499,29.0436367423,63.1430951885,Oaxaca,9715,100.0,Rural,58406.0,6.0,2058.0,X,Golfo Centro,84.78,15.219999999999999
20418,Santa María Jalapa del Marqués,46.0338169751,10.152893194,50.3876748973,Oaxaca,11747,23.74223205924917,Urbano,126113.0,11.0,48.0,V,Pacífico Sur,96.7,3.299999999999997
20419,Santa María Jaltianguis,75.8203389831,9.1745762712,31.6949152542,Oaxaca,595,100.0,Rural,18435.0,31.0,126.0,X,Golfo Centro,99.49,0.5100000000000051
20420,Santa María Lachixío,94.5209125475,36.1058301648,76.6793409379,Oaxaca,1679,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,99.75,0.25
20421,Santa María Mixtequilla,50.344151601,7.8514484862,32.0409496842,Oaxaca,4701,22.335673261008296,Urbano,169190.0,36.0,68.0,V,Pacífico Sur,97.73,2.269999999999996
20422,Santa María Nativitas,83.5610169492,27.8593220339,69.1525423729,Oaxaca,623,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,99.33,0.6700000000000017
20423,Santa María Nduayaco,92.1896162528,34.8036117381,65.6884875847,Oaxaca,518,100.0,Rural,0.0,0.0,0.0,IV,Balsas,98.0,2.0
20424,Santa María Ozolotepec,95.7684350133,52.1981432361,88.1962864721,Oaxaca,3841,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,97.83,2.1700000000000017
20425,Santa María Pápalo,95.9229268293,39.7112195122,55.9024390244,Oaxaca,2058,100.0,Rural,19710.0,10.0,98.0,X,Golfo Centro,98.88,1.1200000000000045
20426,Santa María Peñoles,98.3234824281,63.1920356002,98.9046097672,Oaxaca,8967,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,96.05,3.950000000000003
20427,Santa María Petapa,58.5442548432,18.1433549882,57.2554008428,Oaxaca,16723,68.52239430724151,Rural,0.0,0.0,0.0,X,Golfo Centro,79.33,20.67
20428,Santa María Quiegolani,96.6788425047,42.3116698292,61.2903225806,Oaxaca,2224,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,98.54,1.4599999999999937
20429,Santa María Sola,88.0060281313,44.5077026122,82.7863362358,Oaxaca,1518,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,86.66,13.340000000000003
20430,Santa María Tataltepec,82.8417721519,28.5949367089,82.5949367089,Oaxaca,317,100.0,Rural,990.0,3.0,2.0,V,Pacífico Sur,100.0,0.0
20431,Santa María Tecomavaca,56.7855168601,15.8457711443,67.3300165837,Oaxaca,1830,100.0,Rural,2290.0,1.0,6.0,X,Golfo Centro,97.38,2.6200000000000045
20432,Santa María Temaxcalapa,69.6396807298,11.677309008,29.7605473204,Oaxaca,903,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,100.0,0.0
20433,Santa María Temaxcaltepec,91.8045402078,47.5652173913,96.0754136206,Oaxaca,2694,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,98.92,1.0799999999999983
20434,Santa María Teopoxco,94.4394823649,35.1786348642,52.8546054301,Oaxaca,3995,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,98.72,1.2800000000000011
20435,Santa María Tepantlali,88.1069035829,33.2210894262,74.3081852607,Oaxaca,3576,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,99.52,0.480000000000004
20436,Santa María Texcatitlán,91.2779661017,30.5774011299,97.0621468927,Oaxaca,900,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,35.35,64.65
20437,Santa María Tlahuitoltepec,90.6788565264,43.3339805825,84.832793959,Oaxaca,9653,63.4828550709624,Rural,0.0,0.0,0.0,X,Golfo Centro,98.49,1.5100000000000051
20438,Santa María Tlalixtac,92.9042189282,38.2012542759,28.7913340935,Oaxaca,1846,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,99.16,0.8400000000000034
20439,Santa María Tonameca,59.3913874176,19.7229742113,76.4205884339,Oaxaca,25347,89.56484002051525,Rural,0.0,0.0,0.0,V,Pacífico Sur,87.07,12.930000000000007
20440,Santa María Totolapilla,77.4323640961,10.1946902655,25.1580278129,Oaxaca,812,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,97.11,2.8900000000000006
20441,Santa María Xadani,83.6438006438,31.5113775114,65.1015651016,Oaxaca,9284,7.0228349849202925,Urbano,0.0,0.0,0.0,V,Pacífico Sur,93.97,6.030000000000001
20442,Santa María Yalina,89.8473895582,4.8032128514,2.4096385542,Oaxaca,250,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,98.0,2.0
20443,Santa María Yavesía,71.6074766355,6.2242990654,27.3364485981,Oaxaca,434,100.0,Rural,6030.0,14.0,67.0,X,Golfo Centro,100.0,0.0
20444,Santa María Yolotepec,92.75782881,46.0772442589,85.8037578288,Oaxaca,488,100.0,Rural,16800.0,35.0,140.0,V,Pacífico Sur,97.3,2.700000000000003
20445,Santa María Yosoyúa,89.771497294,20.9615153337,86.4702345159,Oaxaca,1699,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,99.52,0.480000000000004
20446,Santa María Yucuhiti,89.3648787154,38.6400751623,88.3156815852,Oaxaca,6018,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,93.33,6.670000000000002
20447,Santa María Zacatepec,85.7441484959,36.9145764489,81.301304496,Oaxaca,17104,65.14850327408793,Rural,0.0,0.0,0.0,V,Pacífico Sur,98.19,1.8100000000000023
20448,Santa María Zaniza,98.3949201147,67.6968455551,92.5030725113,Oaxaca,2475,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,99.72,0.28000000000000114
20449,Santa María Zoquitlán,80.5581679389,23.3905343511,67.6335877863,Oaxaca,3314,100.0,Rural,14000.0,4.0,3.0,V,Pacífico Sur,95.23,4.769999999999996
20450,Santiago Amoltepec,98.7822859243,84.4478500551,99.4854832782,Oaxaca,13866,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,88.73,11.269999999999996
20451,Santiago Apoala,93.678197065,39.1184486373,85.9538784067,Oaxaca,1022,100.0,Rural,44673.0,44.0,58.0,X,Golfo Centro,42.28,57.72
20452,Santiago Apóstol,91.2183934808,49.6074505239,65.3550640279,Oaxaca,4427,13.688728258414276,Urbano,104590.0,24.0,3678.0,V,Pacífico Sur,96.55,3.450000000000003
20453,Santiago Astata,53.8585535095,12.4817187083,98.5855350947,Oaxaca,3920,100.0,Rural,51055.0,13.0,124.0,V,Pacífico Sur,94.66,5.340000000000003
20454,Santiago Atitlán,93.2416570771,47.082278481,85.8457997699,Oaxaca,3564,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,98.07,1.9300000000000068
20455,Santiago Ayuquililla,86.5189340813,37.9719495091,77.5596072931,Oaxaca,2906,100.0,Rural,86129.0,30.0,146.0,IV,Balsas,89.79,10.209999999999994
20456,Santiago Cacaloxtepec,65.5826140567,16.8298397041,48.8902589396,Oaxaca,1669,100.0,Rural,6950.0,4.0,12.0,IV,Balsas,96.28,3.719999999999999
20457,Santiago Camotlán,94.3060790274,46.7109422492,60.273556231,Oaxaca,3347,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,97.99,2.010000000000005
20458,Santiago Comaltepec,84.1256637168,8.7442477876,24.6017699115,Oaxaca,1169,100.0,Rural,38570.0,33.0,315.0,X,Golfo Centro,99.47,0.5300000000000011
20459,Santiago Chazumba,66.1486599665,14.9943467337,41.3735343384,Oaxaca,4885,100.0,Rural,187882.0,39.0,443.0,IV,Balsas,89.55,10.450000000000003
20460,Santiago Choápam,95.5187061574,58.7614964926,89.0101325019,Oaxaca,5245,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,95.07,4.930000000000007
20461,Santiago del Río,82.4796116505,34.5805825243,56.8932038835,Oaxaca,535,100.0,Rural,0.0,0.0,0.0,IV,Balsas,99.43,0.5699999999999932
20462,Santiago Huajolotitlán,51.4656471125,12.5608308605,40.6299931522,Oaxaca,4621,100.0,Rural,137630.0,30.0,1214.0,IV,Balsas,97.65,2.3499999999999943
20463,Santiago Huauclilla,89.1333333333,22.4098039216,62.9411764706,Oaxaca,544,100.0,Rural,31880.0,61.0,359.0,X,Golfo Centro,94.4,5.599999999999994
20464,Santiago Ihuitlán Plumas,92.9230769231,29.4276923077,35.6923076923,Oaxaca,344,100.0,Rural,79124.0,232.0,98.0,X,Golfo Centro,95.09,4.909999999999997
20465,Santiago Ixcuintepec,95.3821538462,28.4295384615,41.6615384615,Oaxaca,1652,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,100.0,0.0
20466,Santiago Ixtayutla,96.7697794599,72.550476745,93.5948759007,Oaxaca,13905,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,86.16,13.840000000000003
20467,Santiago Jamiltepec,66.2530426507,25.2102726278,75.0549759402,Oaxaca,19161,45.79092949219769,Urbano,29484.0,2.0,1641.0,V,Pacífico Sur,91.77,8.230000000000004
20468,Santiago Jocotepec,88.0698311597,51.5984486776,94.0752184581,Oaxaca,14218,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,95.18,4.819999999999993
20469,Santiago Juxtlahuaca,82.2645090103,42.6175674755,64.9207468161,Oaxaca,34743,69.45859597616786,Rural,114970.0,3.0,354.0,V,Pacífico Sur,97.26,2.739999999999995
20470,Santiago Lachiguiri,80.685327735,19.3762537905,69.2325635643,Oaxaca,4437,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,99.24,0.7600000000000051
20471,Santiago Lalopa,92.6019900498,14.3606965174,24.3781094527,Oaxaca,440,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,100.0,0.0
20472,Santiago Laollaga,50.6905910736,9.5256332931,46.441495778,Oaxaca,3372,16.340450771055753,Urbano,0.0,0.0,0.0,V,Pacífico Sur,95.11,4.890000000000001
20473,Santiago Laxopa,91.6163723917,11.5473515249,24.8796147673,Oaxaca,1291,100.0,Rural,11950.0,9.0,408.0,X,Golfo Centro,100.0,0.0
20474,Santiago Llano Grande,57.3674265147,16.3113377325,54.5290941812,Oaxaca,3442,100.0,Rural,330.0,0.0,11.0,V,Pacífico Sur,98.56,1.4399999999999977
20475,Santiago Matatlán,88.8264172385,30.4779919799,52.8054929064,Oaxaca,10182,20.23178157532901,Urbano,462129.0,45.0,1563.0,V,Pacífico Sur,93.84,6.159999999999997
20476,Santiago Miltepec,69.8014705882,11.6470588235,48.0392156863,Oaxaca,421,100.0,Rural,9275.0,22.0,144.0,IV,Balsas,98.56,1.4399999999999977
20477,Santiago Minas,81.1344984802,22.0410334347,79.3313069909,Oaxaca,1349,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,93.97,6.030000000000001
20478,Santiago Nacaltepec,90.288700196,29.8634879164,74.0039190072,Oaxaca,1622,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,92.34,7.659999999999997
20479,Santiago Nejapilla,93.8139534884,38.2906976744,76.7441860465,Oaxaca,179,100.0,Rural,5040.0,29.0,185.0,V,Pacífico Sur,98.28,1.7199999999999989
20480,Santiago Nundiche,93.2229007634,55.8877862595,99.465648855,Oaxaca,1357,100.0,Rural,12210.0,9.0,32.0,IV,Balsas,85.22,14.780000000000001
20481,Santiago Nuyoó,89.3002695418,26.5606469003,94.4474393531,Oaxaca,1901,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,99.36,0.6400000000000006
20482,Santiago Pinotepa Nacional,54.7668620896,17.8677664045,51.872047889,Oaxaca,56018,39.79435181548788,Urbano,3482515.0,62.0,5312.0,V,Pacífico Sur,82.62,17.379999999999995
20483,Santiago Suchilquitongo,76.9601413151,30.7278813029,70.2431575349,Oaxaca,10896,24.073054331864903,Urbano,0.0,0.0,0.0,V,Pacífico Sur,86.37,13.629999999999995
20484,Santiago Tamazola,74.0113584734,21.4216265334,64.2208087233,Oaxaca,4468,100.0,Rural,313836.0,70.0,1099.0,IV,Balsas,88.92,11.079999999999998
20485,Santiago Tapextla,84.9665584416,42.4045454545,89.1558441558,Oaxaca,3146,100.0,Rural,2560.0,1.0,25.0,V,Pacífico Sur,95.18,4.819999999999993
20486,Villa Tejúpam de la Unión,59.8950930626,10.5774111675,49.703891709,Oaxaca,2424,100.0,Rural,0.0,0.0,0.0,IV,Balsas,95.03,4.969999999999999
20487,Santiago Tenango,86.7958333333,31.5734375,66.09375,Oaxaca,1972,100.0,Rural,128647.0,65.0,310.0,V,Pacífico Sur,95.86,4.140000000000001
20488,Santiago Tepetlapa,77.859375,17.46875,54.6875,Oaxaca,135,100.0,Rural,14218.0,109.0,118.0,X,Golfo Centro,100.0,0.0
20489,Santiago Tetepec,84.4838377599,32.6870496191,81.2229771464,Oaxaca,4915,100.0,Rural,0.0,0.0,0.0,V,Pacífico Sur,94.57,5.430000000000007
20490,Santiago Texcalcingo,96.9591492235,44.9885212694,48.8521269413,Oaxaca,2974,100.0,Rural,0.0,0.0,0.0,X,Golfo Centro,99.19,0.8100000000000023
20491,Santiago Textitlán,95.8839872747,46.4477200424,86.8716861082,Oaxaca,4952,100.0,Rural,150000.0,30.0,125.0,V,Pacífico Sur,100.0,0.0
